Order Number,Pickup Node,Packing Station,Order Generated Time,Completed Mode 1,Completed Mode 2
59,23,7,1900-01-01 08:29:22,1900-01-01 08:31:04.000191,1900-01-01 08:30:03.243309
59,24,7,1900-01-01 08:29:22,1900-01-01 08:31:04.000191,1900-01-01 08:30:09.895927
59,26,7,1900-01-01 08:29:22,1900-01-01 08:31:04.000191,1900-01-01 08:29:51.441392
59,29,7,1900-01-01 08:29:22,1900-01-01 08:31:04.000191,1900-01-01 08:30:20.628100
59,35,7,1900-01-01 08:29:22,1900-01-01 08:31:04.000191,1900-01-01 08:30:15.853019
59,47,7,1900-01-01 08:29:22,1900-01-01 08:31:04.000191,1900-01-01 08:30:21.233408
59,48,7,1900-01-01 08:29:22,1900-01-01 08:31:04.000191,1900-01-01 08:30:42.773894
59,52,7,1900-01-01 08:29:22,1900-01-01 08:31:04.000191,1900-01-01 08:30:23.527183
60,47,37,1900-01-01 08:30:01,1900-01-01 08:30:21.000310,1900-01-01 08:30:15.000596
61,3,43,1900-01-01 08:30:31,1900-01-01 08:31:19.000405,1900-01-01 08:30:58.706717
61,8,43,1900-01-01 08:30:31,1900-01-01 08:31:19.000405,1900-01-01 08:30:44.000215
61,14,43,1900-01-01 08:30:31,1900-01-01 08:31:19.000405,1900-01-01 08:30:49.562401
61,17,43,1900-01-01 08:30:31,1900-01-01 08:31:19.000405,1900-01-01 08:31:04.653015
61,47,43,1900-01-01 08:30:31,1900-01-01 08:31:19.000405,1900-01-01 08:30:59.119701
62,26,7,1900-01-01 08:31:01,1900-01-01 08:31:33.000215,1900-01-01 08:31:14.000310
62,27,7,1900-01-01 08:31:01,1900-01-01 08:31:33.000215,1900-01-01 08:31:16.635314
62,41,7,1900-01-01 08:31:01,1900-01-01 08:31:33.000215,1900-01-01 08:31:24.000310
63,8,37,1900-01-01 08:31:30,1900-01-01 08:31:59.000310,1900-01-01 08:31:44.878571
63,33,37,1900-01-01 08:31:30,1900-01-01 08:31:59.000310,1900-01-01 08:31:51.316303
63,39,37,1900-01-01 08:31:30,1900-01-01 08:31:59.000310,1900-01-01 08:31:40.000215
64,5,43,1900-01-01 08:31:56,1900-01-01 08:32:58.000405,1900-01-01 08:32:47.848699
64,14,43,1900-01-01 08:31:56,1900-01-01 08:32:58.000405,1900-01-01 08:32:14.622792
64,21,43,1900-01-01 08:31:56,1900-01-01 08:32:58.000405,1900-01-01 08:32:29.692684
64,22,43,1900-01-01 08:31:56,1900-01-01 08:32:58.000405,1900-01-01 08:32:37.871232
64,28,43,1900-01-01 08:31:56,1900-01-01 08:32:58.000405,1900-01-01 08:32:24.865783
64,46,43,1900-01-01 08:31:56,1900-01-01 08:32:58.000405,1900-01-01 08:32:18.570292
64,47,43,1900-01-01 08:31:56,1900-01-01 08:32:58.000405,1900-01-01 08:32:09.000215
65,30,7,1900-01-01 08:32:24,1900-01-01 08:33:14.000167,1900-01-01 08:32:51.285786
65,44,7,1900-01-01 08:32:24,1900-01-01 08:33:14.000167,1900-01-01 08:32:37.000191
65,47,7,1900-01-01 08:32:24,1900-01-01 08:33:14.000167,1900-01-01 08:32:44.783276
65,52,7,1900-01-01 08:32:24,1900-01-01 08:33:14.000167,1900-01-01 08:32:55.882996
66,4,37,1900-01-01 08:32:48,1900-01-01 08:34:26.000381,1900-01-01 08:33:44.165194
66,9,37,1900-01-01 08:32:48,1900-01-01 08:34:26.000381,1900-01-01 08:33:25.818093
66,11,37,1900-01-01 08:32:48,1900-01-01 08:34:26.000381,1900-01-01 08:33:55.350077
66,17,37,1900-01-01 08:32:48,1900-01-01 08:34:26.000381,1900-01-01 08:33:48.321400
66,20,37,1900-01-01 08:32:48,1900-01-01 08:34:26.000381,1900-01-01 08:33:06.922102
66,30,37,1900-01-01 08:32:48,1900-01-01 08:34:26.000381,1900-01-01 08:33:34.467013
66,32,37,1900-01-01 08:32:48,1900-01-01 08:34:26.000381,1900-01-01 08:33:00.777790
66,35,37,1900-01-01 08:32:48,1900-01-01 08:34:26.000381,1900-01-01 08:33:26.956373
66,38,37,1900-01-01 08:32:48,1900-01-01 08:34:26.000381,1900-01-01 08:32:55.000310
66,41,37,1900-01-01 08:32:48,1900-01-01 08:34:26.000381,1900-01-01 08:33:13.053634
66,54,37,1900-01-01 08:32:48,1900-01-01 08:34:26.000381,1900-01-01 08:33:55.488002
67,2,43,1900-01-01 08:33:19,1900-01-01 08:34:43.000310,1900-01-01 08:33:57.067098
67,6,43,1900-01-01 08:33:19,1900-01-01 08:34:43.000310,1900-01-01 08:34:08.415181
67,12,43,1900-01-01 08:33:19,1900-01-01 08:34:43.000310,1900-01-01 08:34:28.539596
67,16,43,1900-01-01 08:33:19,1900-01-01 08:34:43.000310,1900-01-01 08:33:57.218300
67,20,43,1900-01-01 08:33:19,1900-01-01 08:34:43.000310,1900-01-01 08:33:44.386417
67,26,43,1900-01-01 08:33:19,1900-01-01 08:34:43.000310,1900-01-01 08:33:31.000381
67,29,43,1900-01-01 08:33:19,1900-01-01 08:34:43.000310,1900-01-01 08:34:23.683311
67,36,43,1900-01-01 08:33:19,1900-01-01 08:34:43.000310,1900-01-01 08:34:16.244307
67,41,43,1900-01-01 08:33:19,1900-01-01 08:34:43.000310,1900-01-01 08:34:20.245085
67,42,43,1900-01-01 08:33:19,1900-01-01 08:34:43.000310,1900-01-01 08:34:40.155996
68,12,7,1900-01-01 08:33:40,1900-01-01 08:35:02.000596,1900-01-01 08:34:09.197090
68,23,7,1900-01-01 08:33:40,1900-01-01 08:35:02.000596,1900-01-01 08:34:08.914517
68,32,7,1900-01-01 08:33:40,1900-01-01 08:35:02.000596,1900-01-01 08:34:00.321495
68,34,7,1900-01-01 08:33:40,1900-01-01 08:35:02.000596,1900-01-01 08:34:14.800395
68,41,7,1900-01-01 08:33:40,1900-01-01 08:35:02.000596,1900-01-01 08:34:35.378499
68,45,7,1900-01-01 08:33:40,1900-01-01 08:35:02.000596,1900-01-01 08:34:27.349204
68,51,7,1900-01-01 08:33:40,1900-01-01 08:35:02.000596,1900-01-01 08:34:37.552018
68,54,7,1900-01-01 08:33:40,1900-01-01 08:35:02.000596,1900-01-01 08:34:40.643381
69,18,37,1900-01-01 08:34:07,1900-01-01 08:35:28.000405,1900-01-01 08:34:27.000596
69,23,37,1900-01-01 08:34:07,1900-01-01 08:35:28.000405,1900-01-01 08:34:32.814957
69,24,37,1900-01-01 08:34:07,1900-01-01 08:35:28.000405,1900-01-01 08:34:38.478082
69,34,37,1900-01-01 08:34:07,1900-01-01 08:35:28.000405,1900-01-01 08:34:47.152581
69,40,37,1900-01-01 08:34:07,1900-01-01 08:35:28.000405,1900-01-01 08:34:43.166902
69,45,37,1900-01-01 08:34:07,1900-01-01 08:35:28.000405,1900-01-01 08:34:52.918797
69,48,37,1900-01-01 08:34:07,1900-01-01 08:35:28.000405,1900-01-01 08:35:00.903598
69,51,37,1900-01-01 08:34:07,1900-01-01 08:35:28.000405,1900-01-01 08:35:07.416584
69,54,37,1900-01-01 08:34:07,1900-01-01 08:35:28.000405,1900-01-01 08:35:05.720275
70,3,43,1900-01-01 08:34:33,1900-01-01 08:35:18.000286,1900-01-01 08:34:56.000596
70,6,43,1900-01-01 08:34:33,1900-01-01 08:35:18.000286,1900-01-01 08:35:10.980321
70,16,43,1900-01-01 08:34:33,1900-01-01 08:35:18.000286,1900-01-01 08:35:05.653715
70,41,43,1900-01-01 08:34:33,1900-01-01 08:35:18.000286,1900-01-01 08:35:01.152748
71,4,7,1900-01-01 08:35:04,1900-01-01 08:36:24.000286,1900-01-01 08:35:26.474993
71,5,7,1900-01-01 08:35:04,1900-01-01 08:36:24.000286,1900-01-01 08:35:38.982600
71,14,7,1900-01-01 08:35:04,1900-01-01 08:36:24.000286,1900-01-01 08:35:16.000501
71,28,7,1900-01-01 08:35:04,1900-01-01 08:36:24.000286,1900-01-01 08:35:44.122525
71,33,7,1900-01-01 08:35:04,1900-01-01 08:36:24.000286,1900-01-01 08:35:32.944100
71,45,7,1900-01-01 08:35:04,1900-01-01 08:36:24.000286,1900-01-01 08:35:48.626895
71,48,7,1900-01-01 08:35:04,1900-01-01 08:36:24.000286,1900-01-01 08:36:09.294501
71,53,7,1900-01-01 08:35:04,1900-01-01 08:36:24.000286,1900-01-01 08:35:59.996487
72,8,37,1900-01-01 08:35:28,1900-01-01 08:36:35.000095,1900-01-01 08:35:56.120296
72,9,37,1900-01-01 08:35:28,1900-01-01 08:36:35.000095,1900-01-01 08:35:48.674600
72,11,37,1900-01-01 08:35:28,1900-01-01 08:36:35.000095,1900-01-01 08:36:23.584787
72,17,37,1900-01-01 08:35:28,1900-01-01 08:36:35.000095,1900-01-01 08:36:13.119687
72,28,37,1900-01-01 08:35:28,1900-01-01 08:36:35.000095,1900-01-01 08:35:59.992713
72,36,37,1900-01-01 08:35:28,1900-01-01 08:36:35.000095,1900-01-01 08:36:14.537393
72,45,37,1900-01-01 08:35:28,1900-01-01 08:36:35.000095,1900-01-01 08:35:38.000286
72,50,37,1900-01-01 08:35:28,1900-01-01 08:36:35.000095,1900-01-01 08:36:08.801793
73,6,43,1900-01-01 08:36:05,1900-01-01 08:36:28.000405,1900-01-01 08:36:33.000095
74,4,7,1900-01-01 08:36:29,1900-01-01 08:37:41.000215,1900-01-01 08:37:04.572498
74,8,7,1900-01-01 08:36:29,1900-01-01 08:37:41.000215,1900-01-01 08:36:41.000381
74,21,7,1900-01-01 08:36:29,1900-01-01 08:37:41.000215,1900-01-01 08:36:45.516413
74,29,7,1900-01-01 08:36:29,1900-01-01 08:37:41.000215,1900-01-01 08:36:52.464315
74,41,7,1900-01-01 08:36:29,1900-01-01 08:37:41.000215,1900-01-01 08:36:58.445904
74,45,7,1900-01-01 08:36:29,1900-01-01 08:37:41.000215,1900-01-01 08:37:07.588110
74,47,7,1900-01-01 08:36:29,1900-01-01 08:37:41.000215,1900-01-01 08:37:29.265279
74,51,7,1900-01-01 08:36:29,1900-01-01 08:37:41.000215,1900-01-01 08:37:24.661605
75,5,37,1900-01-01 08:36:55,1900-01-01 08:38:08.000119,1900-01-01 08:37:54.455414
75,8,37,1900-01-01 08:36:55,1900-01-01 08:38:08.000119,1900-01-01 08:37:07.000286
75,15,37,1900-01-01 08:36:55,1900-01-01 08:38:08.000119,1900-01-01 08:37:20.756089
75,17,37,1900-01-01 08:36:55,1900-01-01 08:38:08.000119,1900-01-01 08:37:31.028283
75,29,37,1900-01-01 08:36:55,1900-01-01 08:38:08.000119,1900-01-01 08:37:26.642693
75,30,37,1900-01-01 08:36:55,1900-01-01 08:38:08.000119,1900-01-01 08:37:41.690412
75,48,37,1900-01-01 08:36:55,1900-01-01 08:38:08.000119,1900-01-01 08:37:15.350185
75,52,37,1900-01-01 08:36:55,1900-01-01 08:38:08.000119,1900-01-01 08:37:40.564617
76,17,43,1900-01-01 08:37:25,1900-01-01 08:38:25.000310,1900-01-01 08:37:56.907293
76,22,43,1900-01-01 08:37:25,1900-01-01 08:38:25.000310,1900-01-01 08:37:50.009315
76,24,43,1900-01-01 08:37:25,1900-01-01 08:38:25.000310,1900-01-01 08:38:01.650106
76,26,43,1900-01-01 08:37:25,1900-01-01 08:38:25.000310,1900-01-01 08:37:38.000381
76,38,43,1900-01-01 08:37:25,1900-01-01 08:38:25.000310,1900-01-01 08:37:41.679609
76,48,43,1900-01-01 08:37:25,1900-01-01 08:38:25.000310,1900-01-01 08:38:03.940521
77,15,7,1900-01-01 08:37:54,1900-01-01 08:38:57.000310,1900-01-01 08:38:16.972312
77,16,7,1900-01-01 08:37:54,1900-01-01 08:38:57.000310,1900-01-01 08:38:07.000310
77,20,7,1900-01-01 08:37:54,1900-01-01 08:38:57.000310,1900-01-01 08:38:24.732405
77,26,7,1900-01-01 08:37:54,1900-01-01 08:38:57.000310,1900-01-01 08:38:19.679385
77,35,7,1900-01-01 08:37:54,1900-01-01 08:38:57.000310,1900-01-01 08:38:37.031400
77,38,7,1900-01-01 08:37:54,1900-01-01 08:38:57.000310,1900-01-01 08:38:27.967387
77,46,7,1900-01-01 08:37:54,1900-01-01 08:38:57.000310,1900-01-01 08:38:38.351499
78,3,37,1900-01-01 08:38:22,1900-01-01 08:39:48.000310,1900-01-01 08:38:48.224300
78,5,37,1900-01-01 08:38:22,1900-01-01 08:39:48.000310,1900-01-01 08:39:21.261228
78,6,37,1900-01-01 08:38:22,1900-01-01 08:39:48.000310,1900-01-01 08:39:03.597292
78,12,37,1900-01-01 08:38:22,1900-01-01 08:39:48.000310,1900-01-01 08:39:27.330888
78,15,37,1900-01-01 08:38:22,1900-01-01 08:39:48.000310,1900-01-01 08:38:39.000310
78,22,37,1900-01-01 08:38:22,1900-01-01 08:39:48.000310,1900-01-01 08:38:49.215283
78,29,37,1900-01-01 08:38:22,1900-01-01 08:39:48.000310,1900-01-01 08:38:53.671516
78,32,37,1900-01-01 08:38:22,1900-01-01 08:39:48.000310,1900-01-01 08:38:58.583697
78,47,37,1900-01-01 08:38:22,1900-01-01 08:39:48.000310,1900-01-01 08:39:21.189696
78,48,37,1900-01-01 08:38:22,1900-01-01 08:39:48.000310,1900-01-01 08:39:14.506396
79,34,43,1900-01-01 08:38:49,1900-01-01 08:39:17.000381,1900-01-01 08:39:06.000191
79,41,43,1900-01-01 08:38:49,1900-01-01 08:39:17.000381,1900-01-01 08:39:08.000525
79,52,43,1900-01-01 08:38:49,1900-01-01 08:39:17.000381,1900-01-01 08:39:07.004875
80,4,7,1900-01-01 08:39:33,1900-01-01 08:41:00.000191,1900-01-01 08:39:54.110094
80,6,7,1900-01-01 08:39:33,1900-01-01 08:41:00.000191,1900-01-01 08:40:33.717294
80,8,7,1900-01-01 08:39:33,1900-01-01 08:41:00.000191,1900-01-01 08:39:45.000095
80,10,7,1900-01-01 08:39:33,1900-01-01 08:41:00.000191,1900-01-01 08:40:06.559910
80,32,7,1900-01-01 08:39:33,1900-01-01 08:41:00.000191,1900-01-01 08:39:48.104830
80,36,7,1900-01-01 08:39:33,1900-01-01 08:41:00.000191,1900-01-01 08:40:26.604408
80,38,7,1900-01-01 08:39:33,1900-01-01 08:41:00.000191,1900-01-01 08:40:13.706412
80,45,7,1900-01-01 08:39:33,1900-01-01 08:41:00.000191,1900-01-01 08:39:59.877513
80,47,7,1900-01-01 08:39:33,1900-01-01 08:41:00.000191,1900-01-01 08:40:22.448605
81,8,37,1900-01-01 08:40:02,1900-01-01 08:41:22.000215,1900-01-01 08:40:14.000215
81,11,37,1900-01-01 08:40:02,1900-01-01 08:41:22.000215,1900-01-01 08:41:01.269093
81,17,37,1900-01-01 08:40:02,1900-01-01 08:41:22.000215,1900-01-01 08:40:41.734479
81,18,37,1900-01-01 08:40:02,1900-01-01 08:41:22.000215,1900-01-01 08:40:46.879003
81,36,37,1900-01-01 08:40:02,1900-01-01 08:41:22.000215,1900-01-01 08:40:31.400293
81,39,37,1900-01-01 08:40:02,1900-01-01 08:41:22.000215,1900-01-01 08:40:16.241204
81,41,37,1900-01-01 08:40:02,1900-01-01 08:41:22.000215,1900-01-01 08:40:24.651423
81,45,37,1900-01-01 08:40:02,1900-01-01 08:41:22.000215,1900-01-01 08:40:48.653024
81,54,37,1900-01-01 08:40:02,1900-01-01 08:41:22.000215,1900-01-01 08:41:00.378481
82,9,43,1900-01-01 08:40:20,1900-01-01 08:41:08.000072,1900-01-01 08:40:50.394597
82,15,43,1900-01-01 08:40:20,1900-01-01 08:41:08.000072,1900-01-01 08:40:35.000310
82,17,43,1900-01-01 08:40:20,1900-01-01 08:41:08.000072,1900-01-01 08:40:52.360524
82,20,43,1900-01-01 08:40:20,1900-01-01 08:41:08.000072,1900-01-01 08:40:42.222125
82,22,43,1900-01-01 08:40:20,1900-01-01 08:41:08.000072,1900-01-01 08:40:56.446803
83,2,7,1900-01-01 08:41:00,1900-01-01 08:42:27.000405,1900-01-01 08:41:23.541608
83,5,7,1900-01-01 08:41:00,1900-01-01 08:42:27.000405,1900-01-01 08:41:41.514273
83,9,7,1900-01-01 08:41:00,1900-01-01 08:42:27.000405,1900-01-01 08:41:09.000310
83,20,7,1900-01-01 08:41:00,1900-01-01 08:42:27.000405,1900-01-01 08:41:15.130698
83,23,7,1900-01-01 08:41:00,1900-01-01 08:42:27.000405,1900-01-01 08:41:48.694009
83,35,7,1900-01-01 08:41:00,1900-01-01 08:42:27.000405,1900-01-01 08:41:27.855103
83,36,7,1900-01-01 08:41:00,1900-01-01 08:42:27.000405,1900-01-01 08:41:44.733996
83,46,7,1900-01-01 08:41:00,1900-01-01 08:42:27.000405,1900-01-01 08:41:33.381289
83,54,7,1900-01-01 08:41:00,1900-01-01 08:42:27.000405,1900-01-01 08:41:56.716684
84,2,37,1900-01-01 08:41:31,1900-01-01 08:42:26.000119,1900-01-01 08:41:45.000167
84,12,37,1900-01-01 08:41:31,1900-01-01 08:42:26.000119,1900-01-01 08:42:08.709804
84,15,37,1900-01-01 08:41:31,1900-01-01 08:42:26.000119,1900-01-01 08:42:01.235069
84,26,37,1900-01-01 08:41:31,1900-01-01 08:42:26.000119,1900-01-01 08:41:48.563784
84,52,37,1900-01-01 08:41:31,1900-01-01 08:42:26.000119,1900-01-01 08:41:53.943320
85,6,43,1900-01-01 08:42:02,1900-01-01 08:43:20.000310,1900-01-01 08:43:03.787322
85,16,43,1900-01-01 08:42:02,1900-01-01 08:43:20.000310,1900-01-01 08:42:31.233996
85,17,43,1900-01-01 08:42:02,1900-01-01 08:43:20.000310,1900-01-01 08:42:43.108603
85,23,43,1900-01-01 08:42:02,1900-01-01 08:43:20.000310,1900-01-01 08:42:38.239594
85,24,43,1900-01-01 08:42:02,1900-01-01 08:43:20.000310,1900-01-01 08:42:48.274897
85,41,43,1900-01-01 08:42:02,1900-01-01 08:43:20.000310,1900-01-01 08:42:18.883173
85,46,43,1900-01-01 08:42:02,1900-01-01 08:43:20.000310,1900-01-01 08:42:14.000310
85,53,43,1900-01-01 08:42:02,1900-01-01 08:43:20.000310,1900-01-01 08:42:25.113481
85,54,43,1900-01-01 08:42:02,1900-01-01 08:43:20.000310,1900-01-01 08:42:54.003787
86,4,7,1900-01-01 08:42:35,1900-01-01 08:43:50.000215,1900-01-01 08:42:48.000310
86,16,7,1900-01-01 08:42:35,1900-01-01 08:43:50.000215,1900-01-01 08:42:54.137204
86,18,7,1900-01-01 08:42:35,1900-01-01 08:43:50.000215,1900-01-01 08:43:09.933014
86,32,7,1900-01-01 08:42:35,1900-01-01 08:43:50.000215,1900-01-01 08:42:57.889698
86,33,7,1900-01-01 08:42:35,1900-01-01 08:43:50.000215,1900-01-01 08:43:02.028812
86,35,7,1900-01-01 08:42:35,1900-01-01 08:43:50.000215,1900-01-01 08:43:09.716170
86,41,7,1900-01-01 08:42:35,1900-01-01 08:43:50.000215,1900-01-01 08:43:16.379422
86,46,7,1900-01-01 08:42:35,1900-01-01 08:43:50.000215,1900-01-01 08:43:21.287815
87,2,37,1900-01-01 08:43:09,1900-01-01 08:44:22.000119,1900-01-01 08:43:29.338143
87,10,37,1900-01-01 08:43:09,1900-01-01 08:44:22.000119,1900-01-01 08:44:08.977123
87,14,37,1900-01-01 08:43:09,1900-01-01 08:44:22.000119,1900-01-01 08:43:21.000310
87,20,37,1900-01-01 08:43:09,1900-01-01 08:44:22.000119,1900-01-01 08:43:32.910989
87,21,37,1900-01-01 08:43:09,1900-01-01 08:44:22.000119,1900-01-01 08:43:39.815402
87,30,37,1900-01-01 08:43:09,1900-01-01 08:44:22.000119,1900-01-01 08:43:57.845692
87,39,37,1900-01-01 08:43:09,1900-01-01 08:44:22.000119,1900-01-01 08:43:42.530487
87,52,37,1900-01-01 08:43:09,1900-01-01 08:44:22.000119,1900-01-01 08:43:48.669980
88,17,43,1900-01-01 08:43:38,1900-01-01 08:44:30.000310,1900-01-01 08:44:10.387585
88,20,43,1900-01-01 08:43:38,1900-01-01 08:44:30.000310,1900-01-01 08:43:51.000215
88,22,43,1900-01-01 08:43:38,1900-01-01 08:44:30.000310,1900-01-01 08:44:15.140600
88,33,43,1900-01-01 08:43:38,1900-01-01 08:44:30.000310,1900-01-01 08:43:59.154299
88,53,43,1900-01-01 08:43:38,1900-01-01 08:44:30.000310,1900-01-01 08:44:01.885623
89,3,7,1900-01-01 08:44:11,1900-01-01 08:45:20.000095,1900-01-01 08:44:34.384515
89,30,7,1900-01-01 08:44:11,1900-01-01 08:45:20.000095,1900-01-01 08:44:41.287715
89,36,7,1900-01-01 08:44:11,1900-01-01 08:45:20.000095,1900-01-01 08:44:46.396810
89,44,7,1900-01-01 08:44:11,1900-01-01 08:45:20.000095,1900-01-01 08:44:25.000191
89,47,7,1900-01-01 08:44:11,1900-01-01 08:45:20.000095,1900-01-01 08:44:51.394778
89,54,7,1900-01-01 08:44:11,1900-01-01 08:45:20.000095,1900-01-01 08:44:59.253582
90,6,37,1900-01-01 08:44:42,1900-01-01 08:46:02.000191,1900-01-01 08:45:28.743605
90,24,37,1900-01-01 08:44:42,1900-01-01 08:46:02.000191,1900-01-01 08:45:33.476093
90,32,37,1900-01-01 08:44:42,1900-01-01 08:46:02.000191,1900-01-01 08:44:59.386613
90,33,37,1900-01-01 08:44:42,1900-01-01 08:46:02.000191,1900-01-01 08:45:07.624716
90,36,37,1900-01-01 08:44:42,1900-01-01 08:46:02.000191,1900-01-01 08:45:14.541315
90,38,37,1900-01-01 08:44:42,1900-01-01 08:46:02.000191,1900-01-01 08:44:50.000095
90,39,37,1900-01-01 08:44:42,1900-01-01 08:46:02.000191,1900-01-01 08:45:01.243274
90,42,37,1900-01-01 08:44:42,1900-01-01 08:46:02.000191,1900-01-01 08:45:38.049604
90,44,37,1900-01-01 08:44:42,1900-01-01 08:46:02.000191,1900-01-01 08:45:17.164274
91,4,43,1900-01-01 08:45:08,1900-01-01 08:46:12.000095,1900-01-01 08:45:48.184778
91,8,43,1900-01-01 08:45:08,1900-01-01 08:46:12.000095,1900-01-01 08:45:32.995416
91,16,43,1900-01-01 08:45:08,1900-01-01 08:46:12.000095,1900-01-01 08:45:58.319810
91,21,43,1900-01-01 08:45:08,1900-01-01 08:46:12.000095,1900-01-01 08:45:23.000620
91,24,43,1900-01-01 08:45:08,1900-01-01 08:46:12.000095,1900-01-01 08:46:01.466888
91,30,43,1900-01-01 08:45:08,1900-01-01 08:46:12.000095,1900-01-01 08:46:05.704206
91,34,43,1900-01-01 08:45:08,1900-01-01 08:46:12.000095,1900-01-01 08:45:36.291787
92,3,7,1900-01-01 08:45:33,1900-01-01 08:46:12.000405,1900-01-01 08:45:54.637503
92,10,7,1900-01-01 08:45:33,1900-01-01 08:46:12.000405,1900-01-01 08:46:00.143994
92,39,7,1900-01-01 08:45:33,1900-01-01 08:46:12.000405,1900-01-01 08:45:47.000286
93,21,37,1900-01-01 08:45:55,1900-01-01 08:46:34.000405,1900-01-01 08:46:14.366016
93,32,37,1900-01-01 08:45:55,1900-01-01 08:46:34.000405,1900-01-01 08:46:04.000215
93,42,37,1900-01-01 08:45:55,1900-01-01 08:46:34.000405,1900-01-01 08:46:16.942081
93,45,37,1900-01-01 08:45:55,1900-01-01 08:46:34.000405,1900-01-01 08:46:22.231589
94,2,43,1900-01-01 08:46:26,1900-01-01 08:47:04.000286,1900-01-01 08:46:49.456617
94,23,43,1900-01-01 08:46:26,1900-01-01 08:47:04.000286,1900-01-01 08:46:56.212518
94,27,43,1900-01-01 08:46:26,1900-01-01 08:47:04.000286,1900-01-01 08:46:45.646634
94,51,43,1900-01-01 08:46:26,1900-01-01 08:47:04.000286,1900-01-01 08:46:37.000310
95,36,7,1900-01-01 08:46:44,1900-01-01 08:47:14.000095,1900-01-01 08:47:04.000310
95,41,7,1900-01-01 08:46:44,1900-01-01 08:47:14.000095,1900-01-01 08:47:08.637789
96,20,37,1900-01-01 08:47:08,1900-01-01 08:47:40.000310,1900-01-01 08:47:26.249215
96,40,37,1900-01-01 08:47:08,1900-01-01 08:47:40.000310,1900-01-01 08:47:20.000191
96,48,37,1900-01-01 08:47:08,1900-01-01 08:47:40.000310,1900-01-01 08:47:30.707525
97,5,43,1900-01-01 08:47:35,1900-01-01 08:48:42.001621,1900-01-01 08:48:23.923374
97,14,43,1900-01-01 08:47:35,1900-01-01 08:48:42.001621,1900-01-01 08:47:48.000215
97,21,43,1900-01-01 08:47:35,1900-01-01 08:48:42.001621,1900-01-01 08:48:01.641693
97,35,43,1900-01-01 08:47:35,1900-01-01 08:48:42.001621,1900-01-01 08:48:11.111395
97,42,43,1900-01-01 08:47:35,1900-01-01 08:48:42.001621,1900-01-01 08:48:08.002798
97,51,43,1900-01-01 08:47:35,1900-01-01 08:48:42.001621,1900-01-01 08:47:51.259800
97,54,43,1900-01-01 08:47:35,1900-01-01 08:48:42.001621,1900-01-01 08:48:18.955014
98,6,7,1900-01-01 08:48:09,1900-01-01 08:49:09.000310,1900-01-01 08:48:40.893513
98,16,7,1900-01-01 08:48:09,1900-01-01 08:49:09.000310,1900-01-01 08:48:30.041933
98,27,7,1900-01-01 08:48:09,1900-01-01 08:49:09.000310,1900-01-01 08:48:24.001192
98,41,7,1900-01-01 08:48:09,1900-01-01 08:49:09.000310,1900-01-01 08:48:33.942582
98,48,7,1900-01-01 08:48:09,1900-01-01 08:49:09.000310,1900-01-01 08:48:41.781192
99,30,37,1900-01-01 08:48:30,1900-01-01 08:48:50.000405,1900-01-01 08:48:50.000191
100,35,43,1900-01-01 08:48:55,1900-01-01 08:49:11.000191,1900-01-01 08:49:14.000405
101,4,7,1900-01-01 08:49:16,1900-01-01 08:49:45.000286,1900-01-01 08:49:34.000310
101,17,7,1900-01-01 08:49:16,1900-01-01 08:49:45.000286,1900-01-01 08:49:45.021496
101,23,7,1900-01-01 08:49:16,1900-01-01 08:49:45.000286,1900-01-01 08:49:40.056500
102,4,37,1900-01-01 08:49:48,1900-01-01 08:51:13.000215,1900-01-01 08:50:42.981225
102,14,37,1900-01-01 08:49:48,1900-01-01 08:51:13.000215,1900-01-01 08:50:07.389668
102,15,37,1900-01-01 08:49:48,1900-01-01 08:51:13.000215,1900-01-01 08:50:23.097088
102,16,37,1900-01-01 08:49:48,1900-01-01 08:51:13.000215,1900-01-01 08:50:47.983582
102,17,37,1900-01-01 08:49:48,1900-01-01 08:51:13.000215,1900-01-01 08:50:36.807400
102,21,37,1900-01-01 08:49:48,1900-01-01 08:51:13.000215,1900-01-01 08:50:11.331870
102,28,37,1900-01-01 08:49:48,1900-01-01 08:51:13.000215,1900-01-01 08:50:31.174878
102,34,37,1900-01-01 08:49:48,1900-01-01 08:51:13.000215,1900-01-01 08:50:01.000095
102,39,37,1900-01-01 08:49:48,1900-01-01 08:51:13.000215,1900-01-01 08:50:16.964104
102,53,37,1900-01-01 08:49:48,1900-01-01 08:51:13.000215,1900-01-01 08:50:53.764782
103,4,43,1900-01-01 08:50:15,1900-01-01 08:51:16.000310,1900-01-01 08:50:58.498492
103,6,43,1900-01-01 08:50:15,1900-01-01 08:51:16.000310,1900-01-01 08:51:04.782398
103,22,43,1900-01-01 08:50:15,1900-01-01 08:51:16.000310,1900-01-01 08:50:51.487811
103,32,43,1900-01-01 08:50:15,1900-01-01 08:51:16.000310,1900-01-01 08:50:30.993894
103,38,43,1900-01-01 08:50:15,1900-01-01 08:51:16.000310,1900-01-01 08:50:36.011508
103,44,43,1900-01-01 08:50:15,1900-01-01 08:51:16.000310,1900-01-01 08:50:22.000310
103,45,43,1900-01-01 08:50:15,1900-01-01 08:51:16.000310,1900-01-01 08:50:38.523102
104,2,7,1900-01-01 08:50:44,1900-01-01 08:51:59.000381,1900-01-01 08:51:04.899190
104,4,7,1900-01-01 08:50:44,1900-01-01 08:51:59.000381,1900-01-01 08:51:21.910693
